date,PM25,PM10,wind_dir,wind_speed,fire_count,co,no,no2,o3,so2,nh3
2020-06-17,18.940160807012813,36.198221282601175,179.3720456148433,8.121114110213778,1,1874.8630758360428,1.4820955685042578,13.74475724207203,7.562455798832313,64.86225737602432,20.523130856640027
2020-10-25,10.0,20.0,27.74098048835922,2.3121756476773063,10,500.0,0.9710098140030933,10.832841873177628,28.531700075224116,5.827686509641103,6.528562801591819
2020-01-17,10.0,31.50497503559953,21.07833452783251,8.305672280370167,4,932.5064090965496,0.3169513665780309,72.79276239583707,1.6281933643550597,5.28998362957635,1.0
2020-06-24,10.0,20.0,120.32579473058189,8.12557218615006,2,1265.2800624248105,3.382972312032704,24.094815685842153,1.9528598123922805,5.0,12.317446545984707
2020-02-03,10.0,45.480252771668155,282.5629117601283,11.42852718907305,3,2564.73897556993,6.540078410527357,33.40729203549582,1.0,8.578180211122588,11.088965550958108
2020-11-18,10.0,20.0,254.76513650672968,12.504749429063784,13,2192.6312469586665,5.884521294743428,10.405548677316828,3.6714455225666875,9.701498762428784,1.5
2020-10-28,10.0,108.04059370873001,283.9013872820663,6.60662025468636,10,1963.6717053538791,9.298823427213138,10.0,8.685878332507304,24.915574672002254,6.6919154442943745
2020-06-21,10.0,20.0,186.21686031897937,4.534998740272406,2,500.0,4.421638439282068,12.736096173774483,8.189546942283322,5.0,1.0
2020-01-25,10.0,20.0,158.4716392639766,3.890023459756417,2,500.0,1.222516883217811,18.188379298784792,8.579210655376256,5.0,2.018629231911315
2020-01-13,10.0,20.0,53.08290961426222,2.919357550573079,2,740.2198546409186,9.57825855897898,10.0,1.8020829114728385,19.124354638985547,1.5168400973291336
2020-05-19,10.0,20.0,118.14939129935216,0.8647137329853732,4,2985.826360517611,0.3547732912298428,19.92796761941397,16.49660731701826,33.33907295766203,11.835667452750991
2020-05-04,10.0,22.616654232821435,156.2469718225951,5.1367196825207,2,4418.053650504775,0.7039787740549764,10.0,9.389833094410156,5.0,5.156181102161919
2020-02-02,14.652957636762391,37.68734785783298,31.896154684662203,4.053715381961749,2,2231.767390395613,0.6399916771699908,10.0,15.379789562874809,35.927897623823775,1.0
2020-06-02,10.91625834260901,236.27830098318577,79.42030297603606,14.49626078799611,3,1684.6966936271567,13.7368786529043,34.35436203833027,1.1131989666618367,12.64854060705254,12.885197289472544
2020-06-20,10.0,20.0,215.36110586294598,8.365632393750658,2,1603.012015774623,11.180629490662824,32.55830285709659,10.089455401219274,36.29954980307113,1.0
2020-11-12,10.0,20.0,264.83872112610834,5.209155585457613,10,628.842767478048,5.64605942861932,14.680184448079482,2.2529371390956765,11.356379295276726,9.990170470942672
2020-11-06,10.0,25.876255195429213,359.40510410146186,8.70701401490544,10,962.8905079713019,13.570452213820097,10.0,4.96630820132443,5.0,2.5310957328239896
2020-11-13,10.0,20.0,335.92079928368076,2.0879505201854327,13,5000.0,0.7269306677391086,10.0,12.608420679505057,10.464960879663591,4.334700890286796
2020-05-04,10.0,21.418978783157268,231.32347183266896,6.660656238033043,4,500.0,4.585470326291981,14.900360439763032,8.093761714546929,35.16825463306951,8.208128121458381
2020-06-02,12.53239146243862,20.0,151.6492991858659,9.393514821315957,4,5000.0,2.2529452436974067,33.63660112595144,3.1533330994348545,5.0,8.379089682930298
2020-06-02,10.0,20.0,229.02385129496378,7.333467476886771,4,794.7056905188422,9.68252927431422,42.20744186791401,7.435554495260389,8.26504380312474,22.295010036937306
2020-01-09,57.015347711198906,36.272000304666456,282.8345825088835,6.026682009814864,4,4127.520362249262,2.286823304357916,13.501146551980996,1.5975395825255454,10.215094674891672,4.060457128062103
2020-05-11,37.32308945724886,20.0,42.60102873241944,14.907725833495473,4,500.0,1.5259019340326692,10.0,23.342305383239307,5.0,6.47365611059014
2020-10-12,18.78412579203539,30.965667301038778,147.56576029066377,13.204721432233905,8,1970.227310595482,6.1187802912209825,24.88524133546597,6.017765316392788,64.80271984781366,3.975618451244748
2020-05-13,10.0,29.170518202054613,302.3288228288222,9.351089372391602,1,524.911598210471,10.117370021504305,10.393410748757848,22.613564927611005,5.0,5.575532670987316
2020-10-14,10.0,20.0,138.17986269589585,8.540660417734241,12,500.0,0.997485374710265,13.268567455652782,4.364345838590988,20.20106715511355,11.391282452466477
2020-01-13,10.0,20.0,205.87401764178716,9.30990719736876,1,1364.487313296232,2.480317293626169,57.98711741549624,4.37726461246293,11.170751216368172,3.9829716365814174
2020-02-15,10.0,20.0,211.59696991039135,3.0196816173364986,4,3009.327132086727,0.5556254013011285,38.92716526850571,3.441175793297872,42.84628983550367,1.0
2020-06-03,10.0,90.17363618021598,66.41145112811017,5.927066148964779,1,500.0,0.1,22.791312890943114,17.74624477723376,18.28454417574856,6.670968658846364
2020-01-20,10.0,20.0,130.40475899482382,0.5918929933634898,2,500.0,3.6718273259186334,10.0,3.6348536276258643,9.631853979144628,6.941193770916722
2020-06-19,10.0,72.30036755981335,120.42406394709558,7.1331905623024,2,1000.4000366762459,6.775804020804314,23.78647766743384,14.077748530159171,5.0,1.98137654596159
2020-11-04,10.0,20.0,9.430815071543325,8.145368759364947,9,1004.8209759302686,4.027316259818683,46.99897686437464,5.0407133125199515,27.05442834166621,1.5
2020-02-24,16.407463365586455,20.0,8.709035000887887,3.4162460415481437,4,1897.551457642962,0.1459716905187354,14.872190615176022,1.0243279101461167,5.0,26.339111943159505
2020-02-18,10.0,27.126150935599465,299.41093572327844,14.460432707482706,7,2834.4255602050566,1.6059666587594075,59.19820804900645,4.177387003186624,23.240359950697812,8.082769818202829
2020-01-27,10.0,20.0,98.30549159021247,13.64181916405863,3,1033.3743749681419,0.1,56.49749108631911,2.272525539788511,5.0,3.4045159227239417
2020-02-09,119.5551084309927,20.756509178073514,186.50835584597357,10.832148531838588,4,5000.0,21.2116733845166,76.01922476367537,7.643860095474471,42.618296737931935,1.145178523099051
2020-10-27,10.0,20.0,107.54120649195829,8.000799431480438,13,1372.2880627706122,0.5330810123697146,25.641047906999194,2.2469916212274694,14.314879813376649,2.507502690921548
2020-02-11,10.0,48.26967385068097,338.6445282415226,13.049537394715275,3,775.5508057366397,17.869679862148377,32.13395823301445,18.65240515882722,23.199338558355162,21.39395651159478
2020-06-27,10.0,26.496591332520957,93.34683319167854,1.9597851573519436,2,500.0,11.232422536050194,62.26190927273119,6.7458273248986815,13.223410927639208,5.286700509387849
2020-06-03,10.0,20.0,154.67645258601664,11.857646914123276,3,843.3149375922541,0.7040643443303803,28.729232248814693,6.186713478574579,5.0,2.3147357163077595
2020-06-20,15.803810702184256,20.0,314.18289017445665,1.8723122095027245,2,783.3762111331738,0.49699394955082293,13.450452031429585,14.237682369508828,5.15141192144491,8.26167273622756
2020-06-10,22.338889979504273,20.0,303.0960840450511,11.913159938241082,2,2864.946044343056,4.597696074145832,14.029548755643479,19.3735151343579,23.864436486071924,1.6866126611951953
2020-10-08,15.984798059406238,20.0,66.99651042465983,4.136513523770354,12,1741.4678422120894,0.766066685858251,24.308934630082476,7.2420277867882294,14.391759953683424,40.71012139454032
2020-05-05,10.0,20.0,288.95159152645573,13.156358715272834,1,500.0,3.169985339887446,10.0,3.417125499548701,39.68565967982587,22.72261404145255
2020-11-27,84.25501379674985,20.0,164.94727922564135,14.160631407380967,13,1302.7782603694563,1.3175297921161828,17.91060271094226,1.2536137543592822,18.23375529907288,3.8403988280003514
2020-01-22,10.0,20.0,173.86879395072788,2.2319395410767346,2,2146.3653844656296,0.18792024747821784,48.290637176206424,3.720842953301056,5.0,2.1076966234717376
2020-06-19,10.0,35.247743388977895,48.052790069739764,6.940134075980903,3,5000.0,0.1,10.0,3.9859981328043195,5.495534548957228,1.0
2020-02-14,10.0,20.0,29.016544952564875,14.714810672440276,6,2663.7867173863397,3.8191442253431167,68.55152699754785,8.224006120956783,13.503074368575904,1.0
2020-06-12,10.0,20.0,262.0581505105555,7.251111539597199,3,2346.8907695485827,1.1707720236800956,49.29878200500044,5.232311337890361,5.0,1.0
2020-02-25,12.03770827769044,20.0,178.72601484790792,12.953212837718176,3,1164.5453060924167,1.1857378921945556,13.904163217408136,14.701256584225598,64.93857906004753,5.2710438091065175
2020-11-05,35.878351634764655,20.0,157.26625294146464,8.830972831969797,15,1616.9743640367544,7.719856367679,31.02249735163442,4.0028905143189455,18.9489161828857,4.544804274467094
2020-11-26,10.0,20.0,262.62296231486283,5.629948618794028,11,3825.7312356413677,15.802425089759254,20.136179688264793,6.979371244602692,41.55569588768021,1.5
2020-11-22,10.0,20.0,275.5846436367995,4.286753332888053,9,500.0,1.8061236483428793,53.73111705886072,24.1428300383899,5.0,4.797371948043039
2020-02-26,10.0,27.311097592534203,57.20694036096728,3.048346366291309,0,773.2177261602542,1.6308509595000782,44.08618703444968,10.400201843158113,42.29061358459981,8.21863861860096
2020-06-05,13.307509746361566,20.0,219.68105381195087,11.426972870665459,3,506.45286100032325,5.755837456571745,10.0,6.958489732279229,113.46550965258437,8.443587013321942
2020-11-11,10.0,36.881882830821525,48.72746961996679,5.798107602345418,9,1602.2322925784788,0.35508312764102584,32.130634819359294,4.04732252706769,5.0,1.5
2020-10-06,10.0,20.0,270.49503097045647,7.6691319330112675,10,3752.667410801497,3.798968498503707,17.03887873135188,3.9226545403654853,26.34824830802398,5.763523068274155
2020-02-10,12.723913210870213,20.0,236.50385625617022,7.384882200017729,1,603.6688061035312,6.220367307953771,21.46161641116061,3.1562567323090063,12.196023362207807,1.0
2020-02-25,20.799333170454407,20.0,344.38126359004485,8.65918543849697,3,500.0,7.540928461933473,11.217358888732635,4.301626186946243,5.0,13.224543200836179
2020-06-04,10.0,20.0,24.824885888311627,12.983657184368283,1,726.1664474269204,0.14880343774073254,81.32956920572661,15.731512066604056,19.943115017212364,11.484240447221186
2020-02-18,10.599198919959084,20.0,20.539699614451553,14.71109015375144,2,2733.870725137843,0.8675927081268104,46.157038179643024,5.918669805952282,28.039190852168673,1.5255688065383006
2020-02-04,10.0,20.0,101.58734688955205,6.113763128607254,4,1877.3751866563937,0.728043209210837,11.113749870729464,1.91597557320602,6.6783666710632055,1.7873708784049507
2020-11-17,19.06047725761293,41.83305938748848,94.21404614492614,12.412783831594545,11,1682.752707411893,3.15765742541671,10.0,43.300721299630695,39.091948311756525,3.8649341621054427
2020-06-05,10.0,23.31097338669991,88.91236766591993,11.467916919820764,4,828.8230630237879,5.590769138999787,14.753227836502917,10.175320108668187,5.0,1.0
2020-11-19,27.14118818143471,20.0,326.2516489875732,8.602934271833599,10,500.0,25.663393810258942,28.434469297362103,1.8095109212071834,5.0,10.060601118705259
2020-11-18,10.0,20.0,89.83663194582219,14.340707154178997,10,1835.9077441331697,1.2937587993623245,24.341060945247374,4.750030659983925,13.96560324784478,4.84550587908525
2020-06-08,10.0,20.50491104315024,97.90190140630716,3.0071177329260417,3,500.0,1.2887094001007142,54.735158800591066,8.255555625240069,12.495708657593626,14.356604770666515
2020-01-25,21.149008832269505,28.419598920353152,273.38337447046695,1.6389631546443213,1,5000.0,15.248910049239107,37.785890953296445,40.63346927149405,5.950209991214707,1.1995049601194714
2020-11-24,10.0,41.36772199940928,161.9063432821944,12.809429504331332,10,1940.124079184236,4.241281261008173,43.626083661937464,2.439730400839189,27.374021301984563,3.1979742747406252
2020-10-06,10.0,41.03844397503286,279.6158005038652,6.587247249506224,12,613.6051833422393,18.201013271331156,26.08823171467979,19.610021162097652,20.71575069799466,1.5
2020-10-13,10.0,20.0,23.531816723178686,12.704532813105907,14,595.0317423507897,4.1916397445041405,10.0,29.948715244762653,28.735666055546044,2.014390023924475
2020-02-18,10.0,20.0,175.52562972241836,13.396353077931224,4,999.3007589872929,0.47918193647044954,17.17476533913267,3.940650041783162,10.771067074232022,1.0850451561720422
2020-10-24,16.82902334207598,44.64482967851664,12.100896065981747,0.9368639042860716,9,863.0719658906963,0.36799256965692523,46.902538131340116,5.59843100687174,22.255301902484423,22.21201864352871
2020-02-14,18.03674055995127,20.0,22.555153243927627,13.251971444790911,4,3350.3958282645576,0.26520070200708507,19.274474526925733,2.621353408759094,7.801762712687449,1.9388321000258566
2020-01-24,10.0,20.0,326.31748320398793,6.724785830541332,4,1321.3591827803348,7.3380838459685185,30.038271788526234,6.028744975151408,94.99447101707435,5.201831742299322
2020-06-26,10.0,20.0,50.12833360233426,7.656487335063483,1,527.61574394991,16.165756918840255,15.564634910233519,7.123577276018348,5.4057014998618005,2.837955547698355
2020-06-04,10.0,20.0,191.67144561907816,9.398887666398153,5,5000.0,43.55581469556297,10.0,14.291286245633229,100.0127251566015,1.0
2020-06-10,10.0,20.0,147.99441693625437,13.895739100951301,2,1152.0616224326584,9.62783130509242,18.19823750052888,21.981110502600668,12.61501721944118,3.662110029891509
2020-10-18,13.051938600124204,20.0,125.04359745318337,0.28674141644646045,9,2365.7246879838594,15.553067192838732,25.719204108372914,3.4969946751120626,5.0,13.796143634627018
2020-01-18,10.0,20.0,323.94000444741806,7.1526520247672565,4,596.9142645169436,1.1388004835319947,11.88705299750358,1.0332146235352881,47.850393931035704,1.0519953866034628
2020-10-21,10.0,20.0,7.85642283917622,10.31583063645841,11,1576.7414575081937,0.47968591878506817,16.633704094886316,7.233732977688626,13.817023078836609,17.75026520587422
2020-10-17,12.297280204427228,20.0,238.96428702321208,10.840604365473427,11,1496.8377440590648,9.729076690439102,10.0,9.909932430151391,28.534791535224826,2.4249235602225703
2020-01-26,25.721495812273208,20.0,346.82199631687814,10.38798647305662,6,500.0,5.086149842680028,49.17551977148931,9.482212619214694,41.423813407396295,2.5103427276746624
2020-01-23,19.412593558473837,20.0,201.6605460462631,2.016526941121828,4,5000.0,3.1936567008795937,15.870077118726591,5.329869492887156,17.08080902676094,8.472450208221103
2020-01-14,10.0,20.0,337.2560863319131,4.490933825575219,9,3986.402447472366,4.8600912864175365,64.21291997087258,8.370822101281291,6.737973116800259,2.021574395071374
2020-01-28,10.0,20.0,18.812836542968554,5.380732881255202,3,737.1597927771113,4.413986386595094,68.23777385980402,33.630883895455824,32.32087730651538,4.68839277206878
2020-06-20,11.065371626216209,20.0,150.7655948666981,12.066558115192574,2,500.0,18.647746166025918,18.824575586436712,10.823656647535623,12.191701403414191,3.0721296109328824
2020-05-18,10.0,20.0,93.65680474633842,4.181398086218295,3,1552.4065423067675,18.96278505688678,10.0,5.086711621852313,24.188028449880708,5.234344429136583
2020-05-05,10.0,36.08460578592603,263.0955473930627,3.1605744580080475,2,1195.9518797930352,6.149252492588298,10.0,4.480802603303073,5.0,1.0
2020-01-13,33.44061945642748,20.0,353.26695257900883,14.361720285571442,5,1565.0435789534852,9.666867421502854,10.0,6.234807111975016,19.048373493517815,1.0
2020-05-10,11.045625641585122,229.92492605130636,92.3508224799292,0.1329492767020335,4,1328.1966464154198,5.877278582318573,10.0,37.967858081091656,6.432827484860373,9.385448024482065
2020-05-20,10.0,20.0,235.5028565306668,14.967312835229674,3,1819.3616727740484,1.3610349485860764,60.50800691420424,6.151520521165816,63.64429162593572,15.558664511839856
2020-01-13,16.930871721734604,20.0,71.31514779350644,10.152319482860934,5,4662.493637742109,8.45575278232167,22.035607546104842,7.244232648114438,22.71640493616088,1.502929127692985
2020-05-10,26.761785716635302,20.0,203.51889164577958,12.427039491736757,3,1935.4656163626428,0.3356311119312577,27.431270431328823,4.561659255055343,15.48478216511987,3.343994255588716
2020-10-08,10.0,23.202688591194356,167.01569520780103,4.4192909451928974,9,500.0,13.208193126489709,10.0,22.175395367061714,19.812439407775962,9.574738381293557
2020-02-15,10.0,20.0,349.92191866735334,0.21472916500589967,3,4283.659097748864,0.4530356723685442,10.0,52.44878946284896,5.0,10.297087847333838
2020-02-21,10.0,20.0,219.06981817072796,11.068042778422951,7,5000.0,4.173290987520496,40.84007464989369,11.595453126657294,61.76004846997931,1.0
2020-01-20,19.37241832686276,35.6264145836,125.82229395125476,12.512168955010136,3,5000.0,0.7651136166862746,25.264981080619993,8.026695338074875,89.2436632747897,1.5476717480612994
2020-06-27,19.561384562788252,20.0,41.07448255965601,11.107141979302787,2,500.0,6.234407051512045,17.85414648007224,7.665906982975194,18.045809741590173,3.0068852555918175
2020-01-16,29.544668994253524,21.056639752357956,54.44885834457644,2.142754309512579,5,1398.1175632613138,2.583414984518736,31.559475821233605,1.0,59.76400571253025,10.420429316574696
2020-06-17,20.25907719884981,20.0,81.11409478244464,11.301418833854536,2,500.0,0.24854436026476473,74.33918821457216,15.566962253668374,6.895381235655955,60.0
2020-02-22,10.0,20.0,90.34799808250727,11.533841731614615,4,1906.737902348125,5.109233773667058,16.83005084296226,8.449999785596134,5.489770403413253,3.4089118262391267
2020-01-06,10.0,90.32436683737352,306.2217808228096,9.878107735050824,1,633.8419935416435,1.1423857453905246,21.23171049381496,11.34006523196271,12.691401903693954,1.0
2020-11-04,10.0,31.911470728264938,202.04020378170898,11.491738991933794,11,5000.0,10.193192354262257,23.431412460735796,3.627478598321308,18.82039342135678,10.89372353326921
2020-10-13,10.0,20.0,188.42072809477193,12.688821595165983,16,505.41760592945957,2.7236925998204535,136.14053641980155,5.030619416799393,8.215423636026511,32.80759539676072
2020-05-26,10.0,20.0,41.31679387291829,9.204061713561876,3,500.0,4.919128979193422,10.0,4.898725471849302,20.858638737419525,5.101920029102152
2020-06-21,17.04003198323645,20.0,309.6502896057966,1.329070709545186,5,684.5325929484083,0.6463892305824867,34.69440420451811,20.524575726661723,16.550055943237712,1.5098672692658377
2020-11-28,10.0,20.0,260.2131491550541,7.3144171450081625,14,500.0,1.1229977282885748,18.32302014971727,5.05936086166231,5.0,21.22241295087832
2020-05-22,10.0,20.0,24.360610284000572,1.1647400200740758,5,2324.1262815393407,1.3662121353701548,31.60822529751448,59.30302533226244,20.466573972662403,9.936896436617847
2020-05-05,10.0,20.0,254.82063500271673,6.113145465486463,4,500.0,9.82621407763435,11.871041616627295,11.368682421289725,28.890945528645737,1.308266511128517
2020-01-22,103.91482605968619,23.769612066550767,195.67375824335258,6.106597336884414,3,1128.2889732217134,33.65176921603718,19.313956616333794,2.063322071640952,14.461201688362285,7.0830934556289975
2020-05-24,10.0,20.0,29.421124468840173,0.9901476621036237,4,500.0,0.8124039171273219,35.48565263176599,6.4977353386083045,38.57668595769809,14.83098659917157
2020-10-17,10.0,62.247965512578475,164.98823095031634,5.23230800954219,8,796.0819998800199,13.670937332780882,150.0,3.850969280737163,5.0,27.763804034092026
2020-11-26,43.910945566472165,20.0,174.4906633668169,1.6649714818697225,16,5000.0,0.10492430153484932,38.33751618154477,1.0,19.452010301593486,6.207301979790651
2020-05-08,13.333432715249863,20.0,59.67883445877927,12.123528150138332,2,1572.8552723762477,0.4532623864532335,10.19143357236544,36.57887690702731,5.0,2.9162678481791886
2020-01-14,10.0,33.28618923522532,340.45133292010166,14.215320389467061,4,500.0,0.6452175809400598,14.310481694347938,14.926565459993057,5.0,19.545177611159012
2020-10-22,11.497351049490245,20.0,305.9911337330383,1.084747128869079,8,1062.9427406224809,0.3574488392216833,13.974981752180176,12.593833858941684,6.48225968412242,1.5734529011432201
2020-02-11,10.0,20.0,240.848041438479,14.326728109375521,1,1116.5701192550157,0.2527428817503853,10.0,8.718120365754094,5.0,7.5859294948185
2020-11-27,10.0,51.17143924674934,166.42640196021858,7.838648990051177,15,1759.2279831182993,5.050556161466167,15.4240479497532,1.8551813077452786,7.042788470162046,1.5
2020-05-08,10.0,21.421669172986405,148.23559497042305,4.493485169308109,4,500.0,1.9717046110587446,36.098931460094455,4.555716693309288,9.834038552296558,16.09408038953092
2020-01-15,48.755992458941584,20.0,234.3504481743435,1.1529311291424527,5,1983.3989113027283,4.802363038240932,10.0,17.14627201534533,28.138942930768994,3.288216699731567
2020-02-27,10.0,20.0,196.35547298648598,7.5093640210562675,1,500.0,7.657679719479577,46.46903239981833,2.582556940119295,8.836058987003959,20.538473488527536
2020-02-06,10.0,20.0,22.418318117478822,11.91773316736123,5,584.1252608793952,4.0488200369173,29.67247525074028,1.0,5.0,8.082452127568482
2020-06-04,10.0,34.706261857122726,184.5009535573194,10.606297159000473,1,672.987097302895,7.291029553408537,11.163096051225214,5.887868173821981,38.094421210688196,1.0326576521447004
2020-10-24,16.136330258319532,21.54083218410207,290.30530220382224,0.7533901719596064,10,2065.91152831951,2.4490533708219626,17.935397787385394,6.412456622633829,5.274637024034301,37.152029018895185
2020-05-12,93.56824861520597,25.064845175717878,165.3263559349049,1.0935275305185526,1,1121.733855689132,0.45818140960133136,72.14351839958107,8.46181268822981,11.487730731207973,28.832243293727295
2020-01-12,12.477819986423262,22.997762583406058,18.70436791953663,6.043099239489557,4,500.0,13.286138467256043,36.119693785181404,15.31019036334956,19.039894853365787,12.919577429429268
2020-06-19,10.0,44.24562640992664,283.0601517782519,4.429357410719149,3,500.0,1.123368544916967,20.22717351498033,13.97969349780909,14.873935984251544,1.796956790136251
2020-10-16,10.0,20.0,72.49096156895078,3.4857648458407176,9,1337.6638949554485,0.668048536840894,16.607482493610906,9.571307349175365,36.38583488968901,4.656426753364036
2020-06-13,21.56337917309278,20.0,93.10350055969396,4.215067483630704,3,1013.2645834342804,2.08157160200172,21.355028873429482,24.42314841479088,19.668200493527323,5.336193979257641
2020-11-10,10.0,20.0,59.29428723562652,12.05224114945327,10,614.5411491322776,0.6912758167346572,13.337627200587939,1.6177401709552828,5.148422825532486,2.889295292344993
2020-10-11,17.326662308751228,20.0,118.87742335373912,13.938420804477808,10,678.0128296086741,1.4533255701168544,10.0,12.238439957118572,107.61522930365177,51.22773041336882
2020-10-27,10.0,20.0,272.4305420479086,6.076540417913496,9,2199.9017893805253,4.554341174339758,102.89842415904917,13.825826979945159,14.79565362034381,7.993725122164889
2020-05-13,10.0,20.0,186.97890942141746,13.591665031987455,3,653.4770586751541,4.583727853508573,22.74305898671349,2.1392123786325996,10.51349608637287,1.0
2020-10-18,13.847988860766907,57.544687247756286,73.75725869425652,4.82243551871823,10,1004.1621146289444,0.7069855161554766,27.619383089797967,1.6439952236668138,31.94211706194136,10.101582385585676
2020-06-07,26.314642849190516,20.0,316.0188281347347,7.146554795156874,3,5000.0,1.3079250374529383,19.176274275644964,3.504535103231901,15.634045590873127,2.9511978058393797
2020-10-08,10.0,20.0,316.6494677825505,3.3904349672399956,11,500.0,13.61945802241475,11.155208952239219,3.8131612041187477,18.16012384737613,6.144474611122923
2020-05-15,10.0,20.0,313.40823301656246,9.607140632637659,5,500.0,5.723612583637296,17.309585362141227,15.696212849867422,147.25768312659488,2.879615450374423
2020-05-14,10.0,20.0,85.96663609735414,14.684716727622133,6,2400.877716768281,61.105236057188705,10.0,3.9966688086311497,9.252359237854625,11.80420353632467
2020-11-09,10.0,20.0,162.44616390515571,9.05239644065068,11,556.3273826636964,15.961702521507606,124.17218590964542,3.1382065732051787,8.866136268450472,25.766892781675345
2020-06-11,10.0,20.0,354.596276210715,5.367211261703233,5,797.7238398921841,15.126370370786546,10.0,4.008296200232086,13.688807279388742,6.294421687378598
2020-02-10,10.0,36.22193465463341,277.9244914715965,9.717261689857926,2,502.12225297676156,0.33898384565110995,10.0,22.615428133692458,35.570474849176925,2.9826929753177778
2020-02-19,10.0,56.48516971907805,9.780271641201534,1.8438101769808135,2,845.729745859268,8.548796625180326,14.122829994054257,7.486065614289387,5.0,4.2648002887379795
2020-10-28,16.51780863549212,20.0,23.47365285377714,13.32988620398098,12,5000.0,2.510143185304378,56.28682985932324,6.1764827468876735,5.0,6.882518513720665
2020-11-27,10.0,20.0,167.0152956524398,7.5462592616975455,11,2445.8022302351746,1.1894931531765225,20.320032038566048,6.619332283213621,6.772597757698088,2.566515289333157
2020-01-03,21.768410712145787,20.0,327.31927411016164,6.740246130594631,2,2597.2890627683996,3.497411106016128,10.0,26.89822594213604,5.0,8.977436539779458
2020-10-06,10.0,37.56666267099206,193.93264726297713,8.787971826802789,9,500.0,11.22133976843422,54.78797242703082,3.4932351132615795,7.965889812779036,11.67577166344435
2020-11-06,10.0,20.0,179.21250289234447,9.371757941841036,13,500.0,5.761785368598568,36.04616584290074,27.53638692402168,20.135807466454285,42.69127623962771
2020-06-07,12.38726970602931,20.0,37.97053198438701,1.0766370933976954,3,500.0,0.7278133128872386,30.89974606080984,9.120241636098644,5.0,20.214895554488027
2020-06-20,10.0,20.0,236.44083770074585,10.239258318351036,4,500.0,8.278720027434945,35.60860752121535,6.293898160016979,5.0,1.9683391161292472
2020-06-09,10.0,20.0,295.9571378160812,3.628975204732944,1,2854.6461854893664,1.0445839653730833,136.3860572303817,90.09822804955532,13.057166781905474,11.99341860091716
2020-06-17,10.0,51.69622128524251,136.95120270272244,10.709289487598847,3,1838.9435272810185,3.762278201035294,115.36210447310145,2.571168616639322,28.862508945487523,1.4316905377863622
